Date,Author,Content
2024-04-09 05:56:12,Bob,tell me
2024-04-09 06:29:02,Alice,way too long
2024-04-09 06:46:06,Bob,okayy
2024-04-09 07:38:49,Bob,just watching tv
2024-04-09 09:14:23,Bob,pretty good
2024-04-09 09:28:11,Alice,idk yet
2024-04-09 09:59:32,Bob,aww thanks
2024-04-09 10:31:28,Alice,same honestly
2024-04-09 10:48:25,Bob,thanks i'll need it
2024-04-09 11:22:46,Bob,yes please
2024-04-09 11:35:18,Alice,now we can chill
2024-04-09 11:43:36,Bob,wait what
2024-04-09 12:02:00,Bob,okay actually one more thing
2024-04-09 12:35:32,Bob,same honestly
2024-04-09 13:26:35,Bob,one sec
2024-04-09 13:36:12,Alice,anytime
2024-04-09 16:21:43,Bob,sure! where?
2024-04-09 18:08:40,Alice,literally
2024-04-09 18:35:14,Bob,me too
2024-04-10 00:01:36,Alice,lmao
2024-04-10 00:11:53,Bob,took me forever
2024-04-10 00:18:52,Alice,but you love me anyway
2024-04-10 00:36:26,Bob,maybe 8?
2024-04-10 00:41:27,Alice,maybe
2024-04-10 01:16:17,Alice,idk you pick
2024-04-10 02:07:08,Bob,thank you so much
2024-04-10 02:11:36,Alice,always
2024-04-10 02:39:24,Bob,oh damn
2024-04-10 06:07:59,Alice,💀
2024-04-10 06:18:18,Bob,excited
2024-04-10 06:40:58,Alice,okay bye
2024-04-10 14:07:16,Alice,bet
2024-04-10 14:11:29,Bob,ofc
2024-04-10 14:42:34,Alice,not really
2024-04-10 15:07:22,Bob,bruh
2024-04-10 17:38:55,Bob,see you then
2024-04-10 18:49:19,Alice,yeah finally
2024-04-10 19:45:04,Alice,good morning!
2024-04-10 23:10:34,Bob,took me forever
2024-04-10 23:41:00,Alice,glad it's over
2024-04-10 23:57:34,Bob,sounds like a plan
2024-04-11 00:13:27,Alice,i'm so bored
2024-04-11 00:49:38,Alice,wait
2024-04-11 01:02:28,Bob,idk you pick
2024-04-11 02:05:45,Alice,bye for real this time
2024-04-11 02:26:23,Alice,wanna do something?
2024-04-11 02:27:03,Alice,sorry
2024-04-11 04:01:02,Bob,okay bye
2024-04-11 04:18:29,Alice,which one?
2024-04-11 04:22:05,Bob,be right back
2024-04-11 04:23:48,Alice,what are you doing rn?
2024-04-11 04:26:20,Bob,talk soon?
2024-04-11 05:00:09,Bob,byeee
2024-04-11 05:26:04,Alice,wait what
2024-04-11 05:53:34,Bob,BYE
2024-04-11 05:56:29,Alice,same
2024-04-11 06:03:51,Alice,bye!
2024-04-11 06:18:11,Alice,so are you
2024-04-11 07:20:57,Alice,i know right
2024-04-11 07:37:05,Bob,hey what's up
2024-04-11 08:03:27,Alice,pretty good
2024-04-11 08:26:29,Bob,it's been too long
2024-04-11 09:05:02,Alice,yesss
2024-04-11 09:40:27,Alice,this is gonna be fun
2024-04-11 12:39:22,Bob,yooo
2024-04-11 13:07:00,Bob,i'm so tired tho
2024-04-11 13:07:34,Bob,see you then
2024-04-11 14:37:27,Alice,pretty good
2024-04-11 14:37:28,Bob,freedom at last
2024-04-11 14:47:49,Alice,freedom at last
2024-04-11 16:53:45,Alice,sorry
2024-04-11 19:47:46,Bob,you're a real one
2024-04-11 20:28:51,Bob,not really
2024-04-11 21:00:04,Bob,how was your day?
2024-04-11 21:31:07,Alice,nevermind lol
2024-04-11 21:51:55,Alice,BYE
2024-04-11 22:31:38,Bob,you're good
2024-04-11 23:43:57,Alice,that's crazy
2024-04-11 23:47:22,Bob,BYE
2024-04-12 00:05:58,Bob,have a good day!
2024-04-12 01:20:59,Alice,sounds like a plan
2024-04-12 02:01:26,Bob,nice
2024-04-12 02:55:03,Alice,okay bye
2024-04-12 03:01:13,Alice,nothing nvm
2024-04-12 03:04:00,Alice,np
2024-04-12 03:08:54,Bob,how'd you sleep?
2024-04-12 04:50:34,Bob,i'm dead
2024-04-12 05:18:16,Alice,for sure
2024-04-12 06:21:35,Bob,how about chipotle?
2024-04-12 06:39:32,Alice,how about this weekend?
2024-04-12 07:47:15,Bob,wanna watch a movie tonight?
2024-04-12 08:08:26,Alice,how about that new one on netflix
2024-04-12 08:32:57,Alice,like what
2024-04-12 08:53:33,Bob,miss you
2024-04-12 10:12:43,Alice,okay okay
2024-04-12 12:02:06,Bob,say less
2024-04-12 12:21:04,Bob,hey what's up
2024-04-12 14:48:23,Bob,"pretty good, yours?"
2024-04-12 15:20:11,Alice,byeee
2024-04-12 19:25:10,Bob,i wish
2024-04-12 20:12:59,Bob,sounds good
2024-04-12 22:06:34,Alice,sounds like a plan
2024-04-12 22:39:17,Bob,i'm dead
2024-04-12 22:46:16,Alice,always
2024-04-12 23:46:31,Alice,it's been too long
2024-04-13 00:09:50,Alice,i'm free saturday
2024-04-13 00:32:33,Alice,nice
2024-04-13 01:51:44,Bob,lol
2024-04-13 02:21:12,Alice,tell me
2024-04-13 02:28:32,Bob,always
2024-04-13 03:26:31,Alice,don't worry about it
2024-04-13 03:31:12,Bob,all good
2024-04-13 04:19:44,Alice,i'm free saturday
2024-04-13 06:33:26,Bob,freedom at last
2024-04-13 08:54:45,Alice,miss you
2024-04-13 09:35:09,Alice,you're the best
2024-04-13 11:45:26,Bob,fair enough
2024-04-13 12:56:22,Alice,okay actually one more thing
2024-04-13 13:21:51,Alice,did you finish that assignment?
2024-04-13 17:14:07,Alice,agreed
2024-04-13 20:19:15,Bob,give me a min
2024-04-13 21:38:56,Alice,agreed
2024-04-13 22:18:16,Bob,it was so annoying
2024-04-14 00:23:35,Alice,rip
2024-04-14 01:57:42,Bob,it happens
2024-04-14 04:21:15,Alice,go back to sleep then
2024-04-14 04:34:20,Bob,what's up
2024-04-14 07:29:05,Alice,hey what's up
2024-04-14 07:32:05,Alice,😂
2024-04-14 09:11:53,Bob,anything good?
2024-04-14 09:25:40,Bob,no worries
2024-04-14 09:39:32,Alice,i'm free saturday
2024-04-14 09:56:11,Alice,agreed
2024-04-14 10:34:55,Bob,let's do it
2024-04-14 10:36:23,Alice,let me check
2024-04-14 10:38:09,Alice,okay!
2024-04-14 10:48:15,Bob,this is gonna be fun
2024-04-14 11:40:48,Alice,hmm maybe
2024-04-14 14:08:26,Alice,let's do it
2024-04-14 14:21:39,Bob,thanks i'll need it
2024-04-14 16:40:01,Bob,tell me
2024-04-14 20:02:15,Bob,ttyl
2024-04-14 20:40:27,Bob,definitely
2024-04-14 21:16:53,Bob,😂
2024-04-15 02:38:23,Bob,what time works for you?
2024-04-15 04:55:13,Alice,how about this weekend?
2024-04-15 05:00:10,Bob,sorry for the late reply
2024-04-15 05:00:10,Alice,yeah finally
2024-04-15 05:53:03,Bob,what's up
2024-04-15 06:48:36,Alice,let me check
2024-04-15 06:51:03,Bob,okay bye
2024-04-15 07:53:45,Alice,you too
2024-04-15 08:26:43,Bob,omg you won't believe what happened
2024-04-15 08:48:45,Alice,wanna do something?
2024-04-15 11:31:57,Alice,which one?
2024-04-15 14:14:20,Bob,miss you
2024-04-15 14:21:14,Alice,which one?
2024-04-15 16:30:22,Bob,you're good
2024-04-15 16:38:32,Alice,how about that new one on netflix
2024-04-15 16:58:50,Alice,one sec
2024-04-15 17:39:50,Bob,same honestly
2024-04-15 18:05:20,Alice,thanks!
2024-04-15 18:26:13,Alice,so are you
2024-04-15 18:29:29,Bob,be right back
2024-04-15 18:31:16,Bob,oh yeah i heard about that
2024-04-15 18:57:12,Alice,you're the best
2024-04-15 19:13:52,Bob,nice
2024-04-15 21:31:27,Alice,lol
2024-04-15 22:04:04,Bob,what time works for you?
2024-04-15 22:25:05,Bob,no cap
2024-04-15 22:37:31,Alice,i'm so tired tho
2024-04-15 22:51:20,Bob,which one?
2024-04-15 23:02:29,Alice,tell me
2024-04-15 23:31:27,Bob,me too
2024-04-16 00:51:01,Alice,kinda tired tbh
2024-04-16 00:51:58,Bob,kinda tired tbh
2024-04-16 00:52:55,Alice,have a good day!
2024-04-16 01:11:09,Bob,always
2024-04-16 01:17:59,Alice,i know right
2024-04-16 04:16:27,Bob,you too
2024-04-16 04:30:48,Bob,wait what
2024-04-16 05:24:49,Alice,okayy
2024-04-16 05:26:53,Alice,okay heading out now
2024-04-16 08:38:18,Alice,did you finish that assignment?
2024-04-16 08:49:18,Bob,"perfect, saturday it is"
2024-04-16 09:18:50,Alice,okay fr tho i gotta go now
2024-04-16 11:41:19,Alice,okay heading out now
2024-04-16 12:03:28,Bob,definitely
2024-04-16 14:19:29,Alice,way too long
2024-04-16 15:37:15,Bob,calling you now
2024-04-16 17:00:42,Alice,okay heading out now
2024-04-16 17:20:42,Bob,it's nice outside
2024-04-16 18:52:30,Bob,wanna do something?
2024-04-16 19:12:48,Alice,ok i'm back
2024-04-16 20:06:01,Bob,sorry
2024-04-16 20:31:59,Alice,wait
2024-04-16 21:16:54,Alice,ttyl
2024-04-16 21:57:07,Bob,thanks!
2024-04-16 23:28:27,Alice,what??
2024-04-16 23:35:58,Bob,sorry for the late reply
2024-04-16 23:39:38,Alice,okay i gotta go
2024-04-17 03:40:35,Bob,yeah seriously
2024-04-17 03:54:28,Alice,okay okay
2024-04-17 05:00:50,Bob,wanna watch a movie tonight?
2024-04-17 05:36:48,Alice,one sec
2024-04-17 07:29:09,Bob,okay bye
2024-04-17 07:44:04,Alice,how'd you sleep?
2024-04-17 08:13:29,Bob,yeah seriously
2024-04-17 10:12:12,Alice,good luck
2024-04-17 10:14:56,Bob,you're a real one
2024-04-17 11:52:42,Bob,idk you pick
2024-04-17 12:08:37,Alice,hmm maybe
2024-04-17 12:19:05,Bob,np
2024-04-17 12:37:06,Alice,thanks for understanding
2024-04-17 13:33:17,Bob,nice
2024-04-17 14:32:04,Bob,way too long
2024-04-17 14:38:21,Bob,like what
2024-04-17 14:51:18,Bob,what??
2024-04-17 15:14:33,Alice,wanna grab lunch?
2024-04-17 15:41:02,Bob,i'm free saturday
2024-04-17 16:08:02,Bob,okay fr tho i gotta go now
2024-04-17 16:16:35,Alice,lol
2024-04-17 17:03:01,Bob,definitely
2024-04-17 17:07:00,Alice,yesss
2024-04-17 18:24:25,Bob,byeee
2024-04-17 21:15:42,Alice,yesss
2024-04-17 23:25:44,Alice,pretty good
2024-04-17 23:47:57,Bob,yes please
2024-04-17 23:59:51,Alice,BYE
2024-04-18 00:36:26,Bob,you got this
2024-04-18 03:11:49,Alice,hey what's up
2024-04-18 03:36:18,Bob,anything good?
2024-04-18 04:11:10,Alice,sorry for the late reply
2024-04-18 04:42:30,Alice,yeah let's call
2024-04-18 04:48:16,Bob,bet
2024-04-18 05:09:07,Alice,good morning!
2024-04-18 06:47:07,Alice,see you then
2024-04-18 09:27:05,Alice,excited
2024-04-18 10:46:14,Bob,how'd you sleep?
2024-04-18 13:54:28,Alice,it's been too long
2024-04-18 14:03:25,Bob,yeah seriously
2024-04-18 14:14:04,Alice,not really
2024-04-18 17:23:21,Alice,glad it's over
2024-04-18 18:56:45,Bob,okay bye
2024-04-18 19:00:48,Alice,true true
2024-04-18 22:47:30,Alice,glad it's over
2024-04-18 23:08:59,Bob,i'm free saturday
2024-04-19 00:16:09,Bob,it's nice outside
2024-04-19 00:27:04,Alice,byeee
2024-04-19 01:18:36,Bob,sorry
2024-04-19 02:08:55,Alice,no cap
2024-04-19 02:32:35,Bob,oh damn
2024-04-19 03:29:11,Alice,sorry for the late reply
2024-04-19 10:49:31,Alice,bye!
2024-04-19 12:09:30,Alice,yeah let's call
2024-04-19 13:02:32,Bob,oh yeah i heard about that
2024-04-19 13:22:08,Alice,np
2024-04-19 14:24:03,Bob,okay!
2024-04-19 14:36:50,Alice,ttyl
2024-04-19 16:14:26,Bob,how was your day?
2024-04-19 16:16:08,Alice,wanna watch a movie tonight?
2024-04-19 16:25:50,Bob,don't worry about it
2024-04-19 16:30:50,Alice,good morning!
2024-04-19 16:54:45,Bob,same
2024-04-19 17:08:46,Alice,that was fun
2024-04-19 17:42:35,Bob,nice
2024-04-19 18:17:48,Alice,tell me
2024-04-19 21:27:53,Bob,freedom at last
2024-04-19 21:41:58,Alice,how about this weekend?
2024-04-19 21:52:47,Bob,sounds good
2024-04-19 23:19:40,Bob,which one?
2024-04-19 23:59:11,Bob,all good
2024-04-20 00:35:30,Alice,freedom at last
2024-04-20 01:04:16,Alice,me too
2024-04-20 01:30:00,Alice,okay bye
2024-04-20 03:53:14,Alice,okay heading out now
2024-04-20 04:00:18,Bob,byeee
2024-04-20 04:25:41,Alice,you got this
2024-04-20 04:35:46,Bob,i know right
2024-04-20 04:38:35,Alice,how about this weekend?
2024-04-20 05:17:23,Alice,you got this
2024-04-20 06:48:52,Bob,rip
2024-04-20 08:30:53,Alice,nice
2024-04-20 08:43:56,Alice,for real
2024-04-20 12:53:37,Alice,we could go for a walk
2024-04-20 13:25:53,Bob,BYE
2024-04-20 13:28:56,Alice,glad it's over
2024-04-20 13:31:00,Bob,sorry
2024-04-20 13:38:01,Bob,yeah finally
2024-04-20 16:19:11,Alice,pretty good
2024-04-20 17:46:15,Alice,this is gonna be fun
2024-04-20 18:22:03,Alice,idk you pick
2024-04-20 18:22:17,Bob,maybe 8?
2024-04-20 21:41:09,Alice,nothing nvm
2024-04-20 23:11:23,Alice,what are you doing rn?
2024-04-21 01:08:32,Bob,how'd you sleep?
2024-04-21 03:18:46,Alice,just watching tv
2024-04-21 04:22:18,Bob,fair enough
2024-04-21 04:56:37,Bob,huh
2024-04-21 05:40:22,Alice,excited
2024-04-21 06:54:52,Bob,freedom at last
2024-04-21 07:43:48,Bob,excited
2024-04-21 08:07:36,Alice,okay okay
2024-04-21 08:57:21,Alice,wait
2024-04-21 09:52:37,Bob,excited
2024-04-21 10:03:26,Alice,oh btw
2024-04-21 11:06:02,Bob,good luck
2024-04-21 11:06:55,Bob,thanks for understanding
2024-04-21 12:33:51,Alice,idk you pick
2024-04-21 13:06:47,Bob,agreed
2024-04-21 13:16:52,Alice,true true
2024-04-21 13:19:49,Bob,see you then
2024-04-21 13:57:38,Alice,how'd you sleep?
2024-04-21 15:13:55,Bob,okay!
2024-04-21 15:26:48,Alice,good luck
2024-04-21 16:27:46,Alice,np
2024-04-21 18:17:11,Bob,oh yeah i heard about that
2024-04-21 18:42:52,Alice,maybe 8?
2024-04-21 18:44:49,Bob,okay okay
2024-04-21 20:01:13,Alice,just watching tv
2024-04-21 20:23:29,Bob,for sure
2024-04-21 21:12:36,Alice,bet
2024-04-22 00:04:45,Bob,okay!
2024-04-22 00:57:51,Alice,perfect
2024-04-22 01:16:27,Bob,same
2024-04-22 02:30:37,Alice,yes?
2024-04-22 02:53:55,Bob,just watching tv
2024-04-22 03:51:53,Bob,way too long
2024-04-22 03:56:57,Alice,yeah let's call
2024-04-22 05:51:44,Bob,yesss
2024-04-22 06:28:55,Alice,i'm dead
2024-04-22 06:35:21,Bob,for sure
2024-04-22 07:27:07,Alice,it was so annoying
2024-04-22 07:29:57,Bob,i'm so tired tho
2024-04-22 08:05:27,Alice,yooo
2024-04-22 08:06:00,Bob,how was your day?
2024-04-22 08:39:37,Alice,not really
2024-04-22 08:46:11,Bob,perfect
2024-04-22 09:02:17,Bob,for sure
2024-04-22 10:40:52,Alice,i'm so bored
2024-04-22 15:05:05,Bob,miss you
2024-04-22 15:12:02,Bob,literally
2024-04-22 15:49:09,Alice,💀
2024-04-22 17:29:11,Bob,freedom at last
2024-04-22 18:22:47,Alice,so are you
2024-04-22 18:41:33,Bob,how about that new one on netflix
2024-04-22 19:38:36,Alice,one sec
2024-04-22 20:01:32,Alice,it's been too long
2024-04-22 21:09:22,Alice,we should hang out more
2024-04-22 21:20:53,Bob,let's do it
2024-04-22 21:44:14,Alice,i know 😂
2024-04-22 21:49:29,Alice,omg you won't believe what happened
2024-04-22 22:29:44,Bob,not really
2024-04-22 22:40:05,Bob,nevermind lol
2024-04-22 22:57:21,Alice,you're a real one
2024-04-23 00:21:22,Bob,what??
2024-04-23 00:35:56,Alice,now we can chill
2024-04-23 01:01:23,Alice,bye!
2024-04-23 02:04:14,Bob,wait
2024-04-23 02:05:12,Alice,hmm maybe
2024-04-23 02:39:18,Bob,calling you now
2024-04-23 04:12:52,Bob,oh damn
2024-04-23 04:51:06,Alice,good luck
2024-04-23 04:54:44,Bob,nice
2024-04-23 06:34:57,Alice,we should hang out more
2024-04-23 06:42:21,Bob,hmm maybe
2024-04-23 07:08:30,Alice,wanna do something?
2024-04-23 07:31:23,Bob,pretty good
2024-04-23 08:34:25,Alice,i wish
2024-04-23 09:12:34,Bob,pretty good
2024-04-23 11:14:08,Alice,"perfect, saturday it is"
2024-04-23 12:54:00,Bob,how about this weekend?
2024-04-23 13:18:50,Bob,you're good
2024-04-23 14:15:25,Alice,"not much, you?"
2024-04-23 16:17:45,Bob,you're so dramatic
2024-04-23 18:09:58,Alice,sorry for the late reply
2024-04-23 18:56:10,Bob,wanna watch a movie tonight?
2024-04-23 20:04:40,Bob,okay bye
2024-04-23 20:21:56,Bob,we could go for a walk
2024-04-23 21:09:39,Alice,cool cool
2024-04-23 21:11:04,Bob,wait what
2024-04-23 21:34:40,Alice,i wish
2024-04-23 21:39:46,Bob,be right back
2024-04-23 22:14:21,Alice,not bad
2024-04-23 22:20:04,Bob,same honestly
2024-04-23 23:01:48,Alice,give me a min
2024-04-23 23:04:20,Bob,oh btw
2024-04-24 00:12:19,Alice,no cap
2024-04-24 00:14:27,Alice,idk you pick
2024-04-24 00:24:14,Bob,facts
2024-04-24 01:17:58,Bob,byeee
2024-04-24 01:34:15,Alice,so are you
2024-04-24 01:47:08,Bob,calling you now
2024-04-24 03:18:22,Alice,me too
2024-04-24 03:22:54,Bob,"not much, you?"
2024-04-24 04:17:38,Alice,say less
2024-04-24 04:55:57,Bob,aww thanks
2024-04-24 05:18:58,Bob,one sec
2024-04-24 06:24:11,Bob,what time works for you?
2024-04-24 08:07:18,Bob,okay!
2024-04-24 08:57:45,Alice,it's nice outside
2024-04-24 09:49:09,Alice,yes please
2024-04-24 10:13:03,Bob,oh damn
2024-04-24 10:15:26,Alice,maybe
2024-04-24 12:55:29,Bob,fr fr
2024-04-24 13:42:35,Bob,same
2024-04-24 14:17:36,Alice,idk yet
2024-04-24 14:23:15,Bob,one sec
2024-04-24 15:39:54,Bob,what time works for you?
2024-04-24 16:12:35,Bob,you got this
2024-04-24 16:18:17,Bob,oh yeah i heard about that
2024-04-24 16:25:22,Alice,aww thanks
2024-04-24 17:41:24,Bob,i'm so tired tho
2024-04-24 17:55:45,Bob,thanks for understanding
2024-04-24 18:03:52,Bob,nice
2024-04-24 18:32:36,Bob,give me a min
2024-04-24 18:43:49,Alice,no worries
2024-04-24 18:49:59,Bob,took me forever
2024-04-24 20:00:20,Bob,just background noise
2024-04-24 20:02:36,Alice,okay bye
2024-04-24 20:34:48,Bob,don't worry about it
2024-04-24 21:07:13,Bob,bet
2024-04-24 21:32:05,Bob,i'm so tired tho
2024-04-24 21:37:52,Bob,you too
2024-04-24 21:40:54,Alice,for sure
2024-04-24 22:13:12,Alice,fr fr
2024-04-24 22:14:15,Alice,wanna do something?
2024-04-24 23:08:13,Bob,thank you so much
2024-04-25 00:45:20,Alice,ok i'm back
2024-04-25 02:21:01,Alice,how about that new one on netflix
2024-04-25 03:29:07,Alice,"not much, you?"
2024-04-25 03:58:43,Bob,for sure
2024-04-25 04:21:57,Bob,bet
2024-04-25 04:29:44,Bob,okay bye
2024-04-25 04:30:26,Bob,me neither
2024-04-25 05:28:04,Alice,miss you
2024-04-25 05:40:12,Alice,wait
2024-04-25 06:17:56,Alice,thanks i'll need it
2024-04-25 06:21:22,Bob,bet
2024-04-25 09:49:18,Alice,lmaoo
2024-04-25 09:54:45,Alice,yeah finally
2024-04-25 10:18:21,Bob,what are you doing rn?
2024-04-25 10:22:57,Alice,good morning!
2024-04-25 11:40:00,Alice,what??
2024-04-25 12:53:48,Alice,wanna grab lunch?
2024-04-25 14:41:51,Bob,anything good?
2024-04-25 16:43:28,Bob,it happens
2024-04-25 17:18:10,Alice,one sec
2024-04-25 18:56:17,Bob,talk soon?
2024-04-25 20:09:58,Alice,agreed
2024-04-25 20:41:29,Bob,okay bye
2024-04-25 21:05:47,Alice,thanks bestie
2024-04-25 22:09:34,Bob,i'm so bored
2024-04-25 22:27:04,Alice,😂
2024-04-25 22:47:03,Bob,ok i'm back
2024-04-25 22:56:22,Alice,it was so annoying
2024-04-25 23:58:08,Bob,ok i'm back
2024-04-26 00:54:13,Alice,how about chipotle?
2024-04-26 01:28:56,Bob,wanna do something?
2024-04-26 03:35:14,Alice,excited
2024-04-26 04:19:47,Alice,you're the best
2024-04-26 06:26:38,Bob,"pretty good, yours?"
2024-04-26 07:01:42,Alice,okay heading out now
2024-04-26 07:46:47,Bob,talk soon?
2024-04-26 08:26:24,Alice,okay!
2024-04-26 10:20:41,Bob,rip
2024-04-26 10:53:19,Bob,not bad
2024-04-26 10:59:57,Alice,that was fun
2024-04-26 11:41:40,Alice,glad it's over
2024-04-26 11:58:53,Bob,okay fr tho i gotta go now
2024-04-26 13:21:52,Bob,we should hang out more
2024-04-26 13:27:05,Alice,now we can chill
2024-04-26 14:11:12,Bob,or we could just call
2024-04-26 14:35:37,Bob,but you love me anyway
2024-04-26 15:23:18,Alice,sure! where?
2024-04-26 16:32:10,Bob,okay!
2024-04-26 16:55:21,Alice,me too
2024-04-26 19:34:48,Alice,wait what
2024-04-26 20:50:20,Bob,okay!
2024-04-26 21:59:58,Alice,wait
2024-04-27 00:00:36,Bob,wanna grab lunch?
2024-04-27 01:09:06,Bob,lmao
2024-04-27 02:29:12,Alice,let me check
2024-04-27 02:45:58,Bob,we should hang out more
2024-04-27 03:08:25,Bob,i have class soon
2024-04-27 03:30:23,Bob,miss you too
2024-04-27 04:42:09,Alice,💀
2024-04-27 05:02:30,Bob,it's nice outside
2024-04-27 05:56:00,Alice,i'm overthinking again
2024-04-27 06:57:55,Alice,now we can chill
2024-04-27 09:40:54,Bob,same
2024-04-27 10:05:03,Bob,i'm overthinking again
2024-04-27 10:54:14,Bob,wanna watch a movie tonight?
2024-04-27 12:05:37,Alice,sorry for the late reply
2024-04-27 12:36:53,Bob,it was so annoying
2024-04-27 14:39:13,Alice,same here
2024-04-27 14:50:26,Bob,just background noise
2024-04-27 15:42:46,Bob,okay!
2024-04-27 16:35:53,Bob,hey what's up
2024-04-27 18:52:52,Alice,so are you
2024-04-27 19:09:10,Alice,you're so dramatic
2024-04-27 20:39:33,Bob,same
2024-04-27 21:13:12,Alice,say less
2024-04-27 21:53:55,Bob,that's crazy
2024-04-27 21:59:22,Alice,no worries
2024-04-27 22:07:16,Bob,like what
2024-04-27 23:43:23,Bob,what time works for you?
2024-04-27 23:44:34,Alice,huh
2024-04-28 00:36:59,Bob,maybe
2024-04-28 02:39:03,Alice,hmm maybe
2024-04-28 02:51:38,Alice,how about chipotle?
2024-04-28 03:46:12,Bob,ofc
2024-04-28 06:05:59,Alice,no worries
2024-04-28 06:06:22,Bob,let me check
2024-04-28 06:09:19,Bob,idk yet
2024-04-28 07:47:02,Alice,wait what
2024-04-28 09:31:21,Alice,nice
2024-04-28 11:25:53,Bob,definitely
2024-04-28 13:46:54,Bob,let's do it
2024-04-28 14:23:30,Bob,it was so annoying
2024-04-28 14:29:29,Bob,bruh
2024-04-28 15:32:34,Alice,what??
2024-04-28 16:14:37,Alice,lol bye
2024-04-28 16:41:21,Alice,okayy
2024-04-28 17:15:56,Bob,oh btw
2024-04-28 17:47:46,Alice,kinda tired tbh
2024-04-28 19:10:43,Bob,you too
2024-04-28 21:17:09,Alice,nevermind lol
2024-04-28 23:20:44,Bob,yes?
2024-04-28 23:25:08,Alice,freedom at last
2024-04-29 00:08:01,Bob,no worries
2024-04-29 01:51:05,Alice,definitely
2024-04-29 02:12:08,Bob,okay okay
2024-04-29 02:18:38,Alice,oh damn
2024-04-29 03:05:06,Bob,ofc
2024-04-29 03:09:02,Bob,you're a real one
2024-04-29 03:32:25,Alice,say less
2024-04-29 03:41:02,Bob,😂
2024-04-29 05:03:44,Bob,morning
2024-04-29 05:06:15,Alice,you're so dramatic
2024-04-29 05:48:20,Bob,miss you
2024-04-29 06:25:18,Alice,ttyl
2024-04-29 06:49:22,Bob,you got this
2024-04-29 08:11:28,Bob,i'm free saturday
2024-04-29 10:40:58,Bob,anything good?
2024-04-29 10:49:09,Alice,okay actually one more thing
2024-04-29 10:52:30,Bob,took me forever
2024-04-29 12:21:34,Bob,fair enough
2024-04-29 13:15:29,Bob,it's been too long
2024-04-29 13:41:05,Alice,yesss
2024-04-29 15:01:39,Bob,bye for real this time
2024-04-29 15:26:46,Alice,you're good
2024-04-29 16:06:26,Alice,no worries
2024-04-29 16:20:56,Bob,now we can chill
2024-04-29 16:37:45,Bob,let me check
2024-04-29 16:38:01,Alice,same here
2024-04-29 18:28:32,Bob,literally
2024-04-29 19:14:01,Bob,okay fr tho i gotta go now
2024-04-29 20:23:39,Alice,how was your day?
2024-04-30 00:31:42,Bob,just watching tv
2024-04-30 01:42:07,Alice,can't wait
2024-04-30 02:43:49,Bob,we could go for a walk
2024-04-30 03:36:47,Alice,okay fr tho i gotta go now
2024-04-30 04:10:09,Bob,byeee
2024-04-30 04:29:46,Alice,oh btw
2024-04-30 05:37:37,Bob,okay actually one more thing
2024-04-30 06:27:05,Alice,or we could just call
2024-04-30 07:15:16,Alice,bye for real this time
2024-04-30 09:13:55,Bob,yes?
2024-04-30 09:42:20,Bob,yesss
2024-04-30 11:26:48,Alice,it happens
2024-04-30 11:43:44,Bob,one sec
2024-04-30 12:13:19,Alice,byeee
2024-04-30 12:33:49,Bob,facts
2024-04-30 12:58:34,Alice,how about that new one on netflix
2024-04-30 13:06:51,Alice,okay!
2024-04-30 13:09:51,Bob,yeah seriously
2024-04-30 13:34:33,Alice,hmm maybe
2024-04-30 15:11:51,Alice,give me a min
2024-04-30 15:58:22,Bob,nice
2024-04-30 16:31:51,Alice,tell me
2024-04-30 17:18:59,Bob,now we can chill
2024-04-30 17:25:28,Bob,wait what
2024-04-30 17:27:54,Alice,oh btw
2024-04-30 19:28:58,Bob,you too
2024-04-30 19:38:21,Bob,sure! where?
2024-04-30 20:27:20,Bob,yooo
2024-04-30 21:16:47,Alice,glad it's over
2024-04-30 21:19:14,Bob,i wish
2024-04-30 22:22:44,Bob,i have class soon
2024-05-01 00:09:59,Alice,lmao
2024-05-01 01:43:53,Bob,ttyl
2024-05-01 02:49:38,Alice,wanna watch a movie tonight?
2024-05-01 02:55:04,Bob,i have class soon
2024-05-01 02:58:21,Bob,what's up
2024-05-01 03:15:16,Alice,idk yet
2024-05-01 03:57:56,Bob,like what
2024-05-01 04:01:05,Alice,sounds like a plan
2024-05-01 04:01:35,Alice,nice
2024-05-01 04:58:00,Alice,np
2024-05-01 05:25:20,Bob,you got this
2024-05-01 05:26:31,Alice,oh damn
2024-05-01 05:51:51,Bob,💀
2024-05-01 06:37:42,Bob,you too
2024-05-01 06:51:47,Alice,now we can chill
2024-05-01 07:05:37,Bob,rip
2024-05-01 08:30:39,Alice,wait
2024-05-01 08:42:31,Alice,lmaoo
2024-05-01 10:19:43,Alice,okay heading out now
2024-05-01 10:46:26,Bob,okay okay
2024-05-01 11:03:44,Alice,oh damn
2024-05-01 11:20:10,Alice,okay actually one more thing
2024-05-01 13:31:03,Bob,no cap
2024-05-01 14:24:00,Bob,one sec
2024-05-01 14:39:18,Alice,how'd you sleep?
2024-05-01 15:55:42,Bob,i'm overthinking again
2024-05-01 16:42:20,Alice,how about that new one on netflix
2024-05-01 16:52:53,Bob,oh yeah i heard about that
2024-05-01 18:20:01,Alice,sorry
2024-05-01 19:59:45,Alice,i'm so tired tho
2024-05-01 20:01:09,Alice,which one?
2024-05-01 20:09:40,Bob,thank you so much
2024-05-01 20:59:13,Alice,what time works for you?
